,tfidf
다이어트,0.42450490667692553
비건,0.3583810746023985
샐러드,0.22512388629953484
식단,0.19134365499898373
가슴,0.18676196845477105
단백질,0.18645134563821425
두부,0.1544960233849343
추천,0.1467692808230841
칼로리,0.14579858452134414
요거트,0.1358198265394572
소스,0.12316194676476794
아침,0.120443997119896
진짜,0.11531872064670894
간식,0.11333850019115939
오늘,0.11093117336284426
저녁,0.10316560294892446
프로,0.09870039996092059
계란,0.09559417179535266
초코,0.0905853788783744
먹기,0.08965351042870402
도시락,0.08759563426901527
치즈,0.08608134803830092
야채,0.08499416818035214
운동,0.08344105409756819
점심,0.08157731719822743
음식,0.08138317793787944
정말,0.08021834237579147
두유,0.07769453199126754
그릭,0.07707328635815396
우유,0.07687914709780597
요즘,0.07664617998538836
재료,0.07571431153571799
통밀,0.07412236960086444
제품,0.07303518974291566
채식,0.07086083002701812
요리,0.06911357668388617
아몬드,0.06717218408040622
건강,0.06612383207452704
주문,0.06437657873139509
고구마,0.0642212673231167
하루,0.06344471028172471
고기,0.06103738345340958
스콘,0.0601443428558088
샌드위치,0.05979489218718241
김밥,0.05975606433511282
식사,0.05835826166060725
레시피,0.05831943380853765
느낌,0.05831943380853765
구매,0.05804763884405046
한번,0.05796998313991126
채소,0.05564031201573532
메뉴,0.05369891941225537
파스타,0.052922362370863396
건빵,0.052534083850167404
토마토,0.05245642814602821
키토,0.05218463318154101
설탕,0.050515035542548256
리다,0.05012675702185227
버터,0.04950551138873869
냉동,0.04942785568459949
보고,0.048767782199416305
망넛,0.04851705597502402
양배추,0.04783591374974593
알다,0.04775825804560673
식물성,0.04764177448939794
쉐이크,0.045506242625569994
일반,0.044574374175899614
루니,0.04339820239095049
뿌리,0.04232235875586288
가루,0.042050563791375686
식감,0.0415069738624013
완전,0.0413128346020533
대신,0.04096338393342691
과자,0.04088572822928772
가격,0.04069158896893972
현미,0.04061393326480052
탄수화물,0.04034213830031333
일기,0.03999268763168694
처음,0.03925495844236456
라면,0.03878902421752937
후기,0.03878902421752937
식품,0.038750196365459774
크림,0.03832308999269418
추가,0.03809012288027659
살짝,0.037857155767858995
과일,0.0377795000637198
밀가루,0.037507705099232604
컬리,0.03743004939509341
지방,0.03684763161404942
당근,0.03684763161404942
곤약,0.03680880376197982
사용,0.03661466450163183
단호박,0.03614873027679664
리뷰,0.035598525463544646
바나나,0.03544982893954386
소금,0.03537217323540466
아보카도,0.03498389471470867
아주,0.034867411158499874
대용,0.03440147693366469
식빵,0.03436264908159509
카카오,0.034323821229525486
오트밀,0.0340908541171079
종류,0.034052026265038296
섭취,0.034013198412968695
견과류,0.0338967148567599
양파,0.033741403448481505
시작,0.033469608483994315
버섯,0.03331429707571592
자주,0.032265945069836745
사진,0.032265945069836745
포만,0.031994150105349554
콩고기,0.03154869321277622
마켓,0.03090697024740078
다이어터,0.03082931454326158
쿠키,0.030557519578774388
탄수,0.030285724614287197
달달,0.029664478981173612
커피,0.029586823277034414
성분,0.02947033972082562
드레싱,0.02943151186875602
사과,0.029237372608408023
역시,0.028887921939781635
케이크,0.028111364898389654
제일,0.028072537046320054
치킨,0.02749011926527607
이제,0.027024185040440882
준비,0.027024185040440882
배송,0.02667473437181449
오이,0.026325283703188103
베이커리,0.026325283703188103
보관,0.026169972294909704
음료,0.02601466088663131
포스팅,0.025898177330422514
살이,0.025859349478352913
포장,0.025820521626283316
별로,0.02566521021800492
볶음,0.025354587401448126
매일,0.02523810384523933
스테이크,0.02523810384523933
고민,0.02519927599316973
조합,0.025121620289030533
볶음밥,0.025082792436960936
위해,0.02457803036005615
카페,0.024539202507986548
가끔,0.02450037465591695
블루베리,0.024267407543499354
다이어트식단,0.024267407543499354
만들기,0.02411209613522096
맛집,0.023956784726942564
먹음,0.023917956874872966
떡볶이,0.02372381761452497
관리,0.023607334058316172
최고,0.023490850502107377
단백,0.023452022650037777
생기,0.02341319479796818
방법,0.02337436694589858
연어,0.023141399833480986
뭔가,0.023063744129341788
참고,0.02298608842520259
마요네즈,0.02298608842520259
입맛,0.02294726057313299
초콜릿,0.022869604868993792
딸기,0.022830777016924195
파운드,0.022753121312784997
조절,0.0225978099045066
베다,0.022520154200367404
자연,0.022520154200367404
디저트,0.022481326348297803
마늘,0.022364842792089005
정보,0.022326014940019408
푸드,0.02224835923588021
달걀,0.022093047827601815
귀리,0.022093047827601815
코코넛,0.022015392123462617
라이스,0.021549457898627427
가장,0.02151063004655783
후추,0.02147180219448823
완성,0.021355318638279434
대체,0.02120000723000104
만두,0.021005867969653043
편의점,0.020928212265513845
주말,0.02077290085723545
유지,0.02065641730102665
어제,0.020578761596887454
선택,0.02034579448446986
부담,0.02030696663240026
해먹,0.020151655224121864
계속,0.01999634381584347
스푼,0.01999634381584347
다크,0.019957515963773872
브리,0.019879860259634674
카레,0.019841032407565073
김치,0.019685720999286678
감자,0.019685720999286678
반찬,0.01960806529514748
질리,0.019413926034799484
지다,0.01918095892238189
원래,0.01918095892238189
조각,0.019103303218242693
식이섬유,0.018986819662033895
기름,0.018909163957894697
바삭,0.018792680401685902
마음,0.018637368993407507
걱정,0.01852088543719871
간장,0.018482057585129108
양념,0.018210262620641918
사서,0.018171434768572317
병아리,0.01813260691650272
피자,0.018054951212363522
녹차,0.01801612336029392
개인,0.017977295508224325
도전,0.017977295508224325
전자레인지,0.017860811952015526
파프리카,0.017744328395806728
스리,0.017744328395806728
아이스크림,0.017589016987528332
가요,0.017511361283389135
이용,0.017472533431319538
직접,0.017084254910623545
회사,0.017006599206484348
항상,0.017006599206484348
일상,0.01692894350234515
함량,0.016812459946136355
시나몬,0.01657949283371876
보통,0.01657949283371876
라떼,0.01654066498164916
틴바,0.01650183712957956
땅콩,0.016307697869231568
봉지,0.016307697869231568
기분,0.016307697869231568
냉장고,0.016113558608883572
클린,0.015919419348535576
당류,0.01584176364439638
친구,0.01584176364439638
도움,0.015686452236117983
새우,0.015686452236117983
내일,0.015531140827839587
평소,0.01541465727163079
구입,0.015375829419561192
참치,0.015298173715421994
소고기,0.015104034455074
헬린,0.014948723046795603
조리,0.014871067342656405
크기,0.014871067342656405
먼저,0.014832239490586806
배달,0.014793411638517207
단맛,0.014754583786447608
브랜드,0.014754583786447608
엄마,0.014560444526099614
소개,0.014482788821960416
양상추,0.014482788821960416
비빔밥,0.014443960969890817
파우더,0.014443960969890817
홈트,0.014366305265751618
이기,0.014249821709542821
영양성분,0.014172166005403624
가득,0.014016854597125228
첨가,0.013783887484707635
소세지,0.013783887484707635
나름,0.013745059632638034
곡물,0.013473264668150842
구성,0.013279125407802848
오일,0.01320146970366365
영양,0.013123813999524453
밀크,0.013007330443315654
스프,0.012968502591246055
부분,0.012968502591246055
블로그,0.012968502591246055
중간,0.012852019035037259
마지막,0.012852019035037259
검색,0.01281319118296766
기록,0.012619051922619666
방울토마토,0.012619051922619666
나트륨,0.012502568366410869
냄새,0.012502568366410869
사랑,0.012502568366410869
감량,0.01238608481020207
중이,0.012347256958132472
보기,0.012269601253993274
공복,0.012114289845714879
예전,0.012114289845714879
기준,0.011726011325018888
활용,0.01168718347294929
그릇,0.01164835562087969
자체,0.011570699916740493
올리브유,0.011493044212601295
스무디,0.011493044212601295
보충,0.011454216360531696
일차,0.011415388508462097
식초,0.011376560656392498
이유,0.0112989049522533
올리브오일,0.011182421396044502
데이,0.011143593543974904
국물,0.011027109987766107
기본,0.01094945428362691
제로,0.01094945428362691
미리,0.010871798579487712
상태,0.010832970727418113
그대로,0.010794142875348514
일주일,0.01056117576293092
화이팅,0.010444692206722122
주로,0.010405864354652523
계시,0.010328208650513326
소화,0.010211725094304529
기도,0.01017289724223493
무조건,0.010056413686026134
매우,0.009978757981886936
아메리카노,0.009901102277747736
체중,0.009901102277747736
남편,0.009901102277747736
위주,0.009862274425678138
함유,0.009862274425678138
필수,0.009745790869469341
주스,0.009668135165330143
공유,0.009668135165330143
포기,0.009473995904982149
노력,0.00943516805291255
최근,0.009357512348773352
차이,0.009318684496703753
전혀,0.009202200940494955
하니,0.008891578123938164
그램,0.008852750271868565
거기,0.00869743886359017
주의,0.00869743886359017
간단,0.008658611011520571
자극,0.00861978315945097
오후,0.008542127455311773
여름,0.008425643899102976
거나,0.008386816047033377
외식,0.008386816047033377
몸무게,0.00830916034289418
거리,0.00830916034289418
물이,0.00827033249082458
금방,0.00827033249082458
자꾸,0.00827033249082458
나중,0.008231504638754982
요새,0.008231504638754982
마르다,0.008153848934615784
얼마나,0.008153848934615784
기억,0.008115021082546185
제대로,0.008076193230476586
영양소,0.008037365378406987
목표,0.008037365378406987
한잔,0.0078043982659893926
확인,0.0078043982659893926
바디,0.007765570413919794
생활,0.007726742561850195
로만,0.007726742561850195
유제품,0.007687914709780596
습관,0.007649086857710997
콜레스테롤,0.007571431153571799
모든,0.007493775449432601
댓글,0.007454947597363002
출근,0.007338464041154205
그람,0.007338464041154205
그거,0.0072996361890846065
크게,0.0072996361890846065
공감,0.0072996361890846065
치팅,0.0072996361890846065
갑자기,0.0072996361890846065
생선,0.007183152632875809
달라,0.007183152632875809
최대한,0.00714432478080621
새벽,0.007066669076667012
스트레스,0.006911357668388617
야식,0.006833701964249418
유튜브,0.006756046260110221
절대,0.006678390555971023
포함,0.006639562703901424
걷기,0.0065230791476926266
수도,0.0065230791476926266
비타민,0.00640659559148383
효과,0.006367767739414231
공기,0.006328939887344632
해결,0.006212456331135835
신경,0.006134800626996637
식이,0.006095972774927038
의사,0.006057144922857439
이면,0.005979489218718242
방탄,0.005979489218718242
맥주,0.005940661366648643
보시,0.005940661366648643
퇴근,0.005901833514579043
아예,0.005901833514579043
사이,0.005824177810439845
그게,0.005785349958370246
부다,0.005785349958370246
건가,0.0057465221063006475
고요,0.005707694254231049
필요,0.00566886640216145
시도,0.005630038550091851
소량,0.005552382845952652
비율,0.005552382845952652
끼니,0.005474727141813455
오전,0.005435899289743856
삼겹살,0.005397071437674257
꿀팁,0.005358243585604658
이후,0.005241760029395861
수분,0.005086448621117465
당뇨,0.005047620769047866
대한,0.0049699650649086685
대부분,0.004931137212839069
산소,0.004931137212839069
말씀,0.004853481508699871
감사,0.004814653656630272
굳이,0.0047369979524910745
식욕,0.0047369979524910745
다행,0.0047369979524910745
혈당,0.004698170100421476
점점,0.004659342248351877
근육,0.004542858692143079
질문,0.00450403084007348
대요,0.0044652029880038815
이틀,0.004426375135934283
지속,0.0042322358755862875
에너지,0.0042322358755862875
며칠,0.00415458017144709
활동,0.004115752319377491
흡수,0.004076924467307892
순간,0.004038096615238293
계산,0.003960440911099095
증량,0.003921613059029496
유산균,0.003882785206959897
변비,0.003843957354890298
과식,0.003843957354890298
제한,0.003805129502820699
약속,0.0036498180945423032
기간,0.0036109902424727044
안주,0.003533334538333506
최소,0.0034556788341943085
소식,0.003416850982124709
평생,0.0033780231300551103
개월,0.0033391952779855114
일찍,0.0033003674259159126
단식,0.0033003674259159126
신분,0.0032615395738463133
현재,0.0032615395738463133
답변,0.0032615395738463133
붓다,0.0032227117217767144
의지,0.0031450560176375167
허용,0.0031062281655679174
알러지,0.0031062281655679174
결과,0.0030674003134983185
움직,0.002989744609359121
진행,0.0029120889052199226
무리,0.0029120889052199226
화장실,0.002834433201080725
얘기,0.0027567774969415267
체질,0.002679121792802329
목적,0.00264029394073273
공부,0.00264029394073273
본인,0.00264029394073273
근력,0.002562638236593532
경험,0.002562638236593532
체지방,0.002562638236593532
한지,0.0024849825324543343
관련,0.002446154680384735
피부,0.0023684989762455372
변화,0.0023296711241759384
머리,0.00225201542003674
수치,0.0022131875679671413
요요,0.002135531863827943
무게,0.0020578761596887454
체크,0.0020578761596887454
상황,0.0020190483076191466
생리,0.0019413926034799484
조언,0.0019025647514103496
사골,0.0017860811952015525
붓기,0.0016307697869231566
초반,0.0015919419348535578
병행,0.0015531140827839587
양제,0.0015531140827839587
컨디션,0.0015142862307143598
정체,0.0015142862307143598
검사,0.001281319118296766
병원,0.0012424912662271671
사량,0.001203663414157568
영향,0.0011648355620879692
기초,0.0011648355620879692
정상,0.0010483520058791722
식후,0.0010095241538095733
스팅,0.0009318684496703752
대자연,0.0008930405976007763
원인,0.0008930405976007763
측정,0.0008153848934615783
얼굴,0.0008153848934615783
호르몬,0.0007765570413919793
부작용,0.0006212456331135836
두통,0.0005824177810439846
마그네슘,0.0005824177810439846
증상,0.0005824177810439846
대사,0.00042710637276558865
아웃,0.00042710637276558865
복용,0.0003882785206959897
진입,0.0003494506686263907
케톤,0.0003106228165567918
인슐린,0.0003106228165567918
시스,0.0002717949644871928
케토,0.0001553114082783959
처방,0.0001164835562087969
